Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
 [727] _GLOBAL__sub_I_slists_bin [764] kPosInLDependsOnLength(int (*)(sLObject*, int, sLObject*, skStrategy*)) [662] ray::swap(ray&)
 [728] _GLOBAL__sub_I_smprec_bin [765] rSleftvList2StringArray(sleftv*, char**) [92] ray::ray(ray const&)
 [695] at_KillAll(idrec*, ip_sring*) [766] kStratInitChangeTailRing(skStrategy*) [107] ray::ray(unsigned long, long)
  [24] enterpairs(spolyrec*, int, int, int, skStrategy*, int) [63] p_Setm_WFirstTotalDegree(spolyrec*, ip_sring*) [49] ray::~ray()
 [729] exitBuffer(feBufferTypes) [767] rSleftvOrdering2Ordering(sleftv*, ip_sring*) [94] edge::edge(ray const&, ray const&)
 [665] feReadLine(char*, int) [691] pGetShallowCopyDeleteProc(ip_sring*, ip_sring*) [97] edge::edge(edge const&)
 [689] feResource(char, int)  [37] pShallowCopyDelete_General(spolyrec*, ip_sring*, ip_sring*, omBin_s*) [705] idrec::get(char const*, int)
   [6] iiAllStart(procinfo*, char*, feBufferTypes, int) [700] rOrd_is_Totaldegree_Ordering(ip_sring*) [117] idrec::set(char const*, int, int, int)
 [730] iiConvName(char const*) [686] On(int)             [678] sleftv::listLength()
 [731] iiIsPrime0(unsigned int) [51] rOrd_is_WeightedDegree_Ordering(ip_sring*) [789] sleftv::RingDependend()
 [732] iiProcArgs(char*, int) [768] Off(int)             [646] sleftv::Typ()
 [733] initRTimer()           [12] bba(sip_sideal*, sip_sideal*, intvec*, intvec*, skStrategy*, int) [682] sleftv::Data()
 [734] killlocals(int)       [644] eati(char const*, int*) [649] sleftv::CopyD(int)
 [735] nlInitChar(n_Procs_s*, void*) [11] kStd(sip_sideal*, sip_sideal*, tHomog, intvec**, intvec*, int, int, intvec*, int) [706] sleftv::LData()
 [736] npInitChar(n_Procs_s*, void*) [623] nNew(snumber**) [790] sleftv::Print(sleftv*, int)
  [56] p_HasNotCF(spolyrec*, spolyrec*, ip_sring*) [653] IsCmd(char const*, int&) [647] sleftv::CleanUp(ip_sring*)
 [102] p_ProcsSet(ip_sring*, p_Procs_s*) [769] atGet(sleftv*, char const*, int) [791] sleftv::Attribute()
 [619] posInL17_c(sLObject*, int, sLObject*, skStrategy*) [701] idIs0(sip_sideal*) [30] sLObject::LmExtractAndIter()
 [737] rOrderName(char*)     [629] ndGcd(snumber*, snumber*, n_Procs_s*) [35] sLObject::GetP(omBin_s*)
  [19] redtailBba(sLObject*, int, skStrategy*, int, int) [617] npDiv(snumber*, snumber*, n_Procs_s*) [792] sLObject::sLObject(ip_sring*)
 [643] copy_string(lp_modes) [616] npNeg(snumber*, n_Procs_s*) [638] sTObject::GetLmCurrRing()
 [738] factoryseed(int)       [57] p_Deg(spolyrec*, ip_sring*) [70] skeleton::common_initialization(unsigned long)
 [739] feInitStdin(Voice*)    [31] p_Lcm(spolyrec*, spolyrec*, spolyrec*, ip_sring*) [793] skeleton::skeleton(unsigned long)
  [90] id_HomIdeal(sip_sideal*, sip_sideal*, ip_sring*) [676] p_One(ip_sring*) [75] skeleton::~skeleton()
 [696] iiCheckPack(sip_package*&) [770] p_Sub(spolyrec*, spolyrec*, ip_sring*) [794] CFFactory::basic(long)
 [648] iiCheckRing(int)       [72] rInit(sleftv*, sleftv*, sleftv*) [795] proclevel::pop()
   [4] iiMake_proc(idrec*, sip_package*, sleftv*) [645] yylex(MYYSTYPE*) [796] proclevel::push(char*)
 [628] kBucketInit(kBucket*, spolyrec*, int) [39] cleanT(skStrategy*) [129] std::vector<constraint, std::allocator<constraint> >::_M_insert_aux(__gnu_cxx::__normal_iterator<constraint*, std::vector<constraint, std::allocator<constraint> > >, constraint const&)
 [620] ndNormalize(snumber*&, n_Procs_s*) [128] enterL(sLObject**, int*, int*, sLObject, int) [105] std::_Rb_tree<constraint, constraint, std::_Identity<constraint>, std::less<constraint>, std::allocator<constraint> >::_M_insert_unique(constraint const&)
 [118] pEnlargeSet(spolyrec***, int, int) [52] enterT(sLObject, skStrategy*, int) [93] std::_Rb_tree<constraint, constraint, std::_Identity<constraint>, std::less<constraint>, std::allocator<constraint> >::_M_copy(std::_Rb_tree_node<constraint> const*, std::_Rb_tree_node<constraint>*)
 [618] p_Normalize(spolyrec*, ip_sring*) [652] ggetid(char const*) [50] std::_Rb_tree<constraint, constraint, std::_Identity<constraint>, std::less<constraint>, std::allocator<constraint> >::_M_erase(std::_Rb_tree_node<constraint>*)
 [740] packFindHdl(sip_package*) [120] idInit(int, int)   [99] std::_Rb_tree<ray, ray, std::_Identity<ray>, std::less<ray>, std::allocator<ray> >::_M_insert_unique(ray const&)
  [73] rModifyRing(ip_sring*, int, int, unsigned long) [82] initSL(sip_sideal*, sip_sideal*, skStrategy*) [78] std::_Rb_tree<ray, ray, std::_Identity<ray>, std::less<ray>, std::allocator<ray> >::_M_erase(std::_Rb_tree_node<ray>*)
 [741] rUnComplete(ip_sring*) [627] ndCopy(snumber*, n_Procs_s*) [96] std::_Rb_tree<edge, edge, std::_Identity<edge>, std::less<edge>, std::allocator<edge> >::_M_insert_unique(edge const&)
 [642] r_IsRingVar(char const*, char**, int) [621] npInit(long, n_Procs_s*) [76] std::_Rb_tree<edge, edge, std::_Identity<edge>, std::less<edge>, std::allocator<edge> >::_M_erase(std::_Rb_tree_node<edge>*)
 [742] reinit_yylp()         [624] npMult(snumber*, snumber*, n_Procs_s*) [630] operator delete[](void*)
 [743] yylprestart(_IO_FILE*) [654] npRead(char const*, snumber**, n_Procs_s*) [633] operator delete(void*)
  [61] ComputeBasis(jList*, jList*) [48] p_Norm(spolyrec*, ip_sring*) [639] operator==(constraint const&, constraint const&)
  [47] complexToStr(gmp_complex&, unsigned int, n_Procs_s*) [67] p_Read(char const*, spolyrec*&, ip_sring*) [640] operator<(constraint const&, constraint const&)
  [38] exitBuchMora(skStrategy*) [637] posInS(skStrategy*, int, spolyrec*, int) [635] operator<(ray const&, ray const&)
 [132] idSkipZeroes(sip_sideal*) [66] syMake(sleftv*, char const*, idrec*) [641] operator<(edge const&, edge const&)
 [744] id_Normalize(sip_sideal*, ip_sring*) [771] IsPrime(int) [631] operator new[](unsigned long)
 [745] iiExprArith1(sleftv*, sleftv*, int) [116] enterid(char const*, int, int, idrec**, int, int) [651] operator!=(ray const&, ray const&)
 [658] iiExprArith2(sleftv*, sleftv*, int, sleftv*, int) [692] feFopen(char const*, char const*, char*, short, short) [634] operator new(unsigned long)
   [8] iiExprArithM(sleftv*, sleftv*, int) [772] initBba(sip_sideal*, skStrategy*) [797] _omAlloc
  [81] initBuchMora(sip_sideal*, sip_sideal*, skStrategy*) [669] myfread(void*, unsigned long, unsigned long, _IO_FILE*) [798] _omAlloc
  [85] initEcartBBA(sLObject*) [625] npEqual(snumber*, snumber*, n_Procs_s*) [684] _omAlloc0
 [746] initHilbCrit(sip_sideal*, sip_sideal*, intvec**, skStrategy*) [615] npIsOne(snumber*, n_Procs_s*) [707] _omAlloc0
  [36] kBucketClear(kBucket*, spolyrec**, int*) [68] p_mInit(char const*, int&, ip_sring*) [708] _omFindInSortedList
  [77] kMergeBintoL(skStrategy*) [773] rSetHdl(idrec*)   [112] _omGetSpecBin
  [91] ksCheckCoeff(snumber**, snumber**, n_Procs_s*) [774] updateS(int, skStrategy*) [709] _omInsertInSortedList
  [14] ksReducePoly(sLObject*, sTObject*, spolyrec*, snumber**, skStrategy*) [110] yylplex(char const*, char const*, lib_style_types*, idrec*, int, lp_modes) [799] _omIsBinPageAddr
 [747] make_version(char*, int) [7] yyparse()            [710] _omIsOnList
 [122] myynewbuffer()        [130] iiAssign(sleftv*, sleftv*) [108] _omRealloc0Size
 [672] p_GetMaxExpL(spolyrec*, ip_sring*, unsigned long) [2] iiLibCmd(char*, int, int, int) [106] _omReallocSize
 [636] p_GetMaxExpP(spolyrec*, ip_sring*) [5] iiPStart(idrec*, sleftv*) [711] _omRemoveFromList
 [748] p_SetGlobals(ip_sring*, int) [775] jjSYSTEM(sleftv*, sleftv*) [800] _omUnGetSpecBin
 [626] p_Setm_Dummy(spolyrec*, ip_sring*) [55] ndDelete(snumber**, n_Procs_s*) [656] _omVallocFromSystem
 [657] blackboxIsCmd(char const*, int&) [83] ndIsUnit(snumber*, n_Procs_s*) [143] dynl_sym
 [697] dynl_sym_warn(void*, char const*, char const*) [64] npIsMOne(snumber*, n_Procs_s*) [156] fe_fgets
 [749] feGetOptIndex(char const*) [59] npIsZero(snumber*, n_Procs_s*) [148] fe_reset_input_mode
 [698] feGetResource(char, int) [87] posInT15(sTObject*, int, sLObject&) [147] omAlloc0Large
 [699] feSetOptValue(feOptIndex, int) [776] rCheckIV(intvec*) [27] omAllocBinFromFullPage
 [119] idrecDataInit(int)     [13] redHomog(sLObject*, skStrategy*) [34] omAllocBinPage
 [679] iiArithAddCmd(char const*, short, short, short, short) [84] deleteInL(sLObject*, int*, int, skStrategy*) [138] omAllocFromSystem
 [131] iiDeclCommand(sleftv*, sleftv*, int, int, idrec**, int, int) [100] enterSBba(sLObject, int, skStrategy*, int) [145] omAllocLarge
 [113] iiInitCmdName()       [687] exitVoice()           [139] omAllocNewBinPagesRegion
 [673] iiTestConvert(int, int, sConvertTypes*) [702] id_Delete(sip_sideal**, ip_sring*) [109] omDoRealloc
  [79] kBucketCreate(ip_sring*) [677] iiConvert(int, int, int, sleftv*, sleftv*, sConvertTypes*) [157] omFindExec
  [44] kBucket_Add_q(kBucket*, spolyrec*, int*) [3] iiLoadLIB(_IO_FILE*, char const*, char const*, idrec*, int, int) [158] omFindExec_link
  [32] ksCreateSpoly(sLObject*, spolyrec*, int, ip_sring*, spolyrec*, spolyrec*, sTObject**) [777] initTimer() [134] omFreeBinPages
  [40] pCompareChain(spolyrec*, spolyrec*, spolyrec*, spolyrec*, ip_sring*) [121] nInitChar(n_coeffType, void*) [149] omFreeKeptAddrFromBin
  [60] p_GetSetmProc(ip_sring*) [703] nRegister(n_coeffType, int (*)(n_Procs_s*, void*)) [146] omFreeLarge
 [674] si_set_signal(int, void (*)(int)) [778] ndSetChar(n_Procs_s*) [141] omFreeSizeToSystem
 [111] iiArithFindCmd(char const*) [125] newBuffer(char*, feBufferTypes, procinfo*, int) [28] omFreeToPageFault
  [25] initenterpairs(spolyrec*, int, int, int, skStrategy*, int) [46] posInL110(sLObject*, int, sLObject*, skStrategy*) [150] omGetStickyBinOfBin
  [80] kBucketDestroy(kBucket**) [58] posInT110(sTObject*, int, sLObject&) [159] omInitInfo
 [750] killlocals_rec(idrec**, int, ip_sring*) [74] rComplete(ip_sring*, int) [151] omIsKnownTopBin
 [751] nlCoeffIsEqual(n_Procs_s*, n_coeffType, void*) [683] yyrestart(_IO_FILE*) [152] omMergeStickyBinIntoBin
 [123] slStandardInit()      [779] jiAssign_1(sleftv*, sleftv*) [153] omPrintBinStat
  [33] chainCritNormal(spolyrec*, int, skStrategy*) [780] jjCALL1ARG(sleftv*, sleftv*) [137] omRealloc0Large
 [752] exprlist_length(sleftv*) [655] check_valid(int, int) [136] omReallocLarge
 [753] feInitResources(char const*) [126] iiCheckNest()  [135] omReallocSizeFromSystem
   [9] iiExprArith1Tab(sleftv*, sleftv*, int, sValCmd1*, int, sConvertTypes*) [659] jjCALL1MANY(sleftv*, sleftv*) [144] omSizeOfAddr
 [754] initBuchMoraPos(skStrategy*) [693] rGetExpSize(unsigned long, int&, int) [140] omVallocMmap
